Username;Time;message content
NeutraleTomate;28.06.2021 13:42:48;!getAuditLog 399961805142753281
NeutraleTomate;28.06.2021 13:43:23;!getAuditLog 399961805142753281
NeutraleTomate;28.06.2021 13:43:48;!getAuditLog 399961805142753281
NeutraleTomate;28.06.2021 13:46:38;!getAuditLog 399961805142753281
NeutraleTomate;28.06.2021 13:46:57;!getAuditLog 840201494808232016
NeutraleTomate;28.06.2021 13:48:04;!getAuditLog 840201494808232016
NeutraleTomate;28.06.2021 13:48:18;!getAuditLog 840201494808232016
NeutraleTomate;28.06.2021 13:49:08;!getAuditLog 840201494808232016
NeutraleTomate;28.06.2021 13:49:25;!getAuditLog 840201494808232016
NeutraleTomate;28.06.2021 13:50:02;!getAuditLog 840201494808232016
NeutraleTomate;28.06.2021 13:51:56;!getAuditLog 840201494808232016
NeutraleTomate;28.06.2021 13:59:53;!getAuditLog 840201494808232016
NeutraleTomate;28.06.2021 14:01:04;!getAuditLog 840201494808232016
NeutraleTomate;28.06.2021 14:17:53;!getAuditLog 840201494808232016
NeutraleTomate;28.06.2021 14:18:17;!getAuditLog 840201494808232016
Cleblatt64;01.07.2021 17:20:55;!clear 1000
Cleblatt64;01.07.2021 17:21:52;!clear 10000
Notaker | Florian;01.07.2021 17:21:58;!clear ja
NeutraleTomate;03.07.2021 00:25:13;!getAuditLog 840201494808232016
NeutraleTomate;08.08.2021 13:59:00;!getAuditLog 727467041392427009
NeutraleTomate;08.08.2021 14:06:16;!getRoles 727467041392427009
NeutraleTomate;08.08.2021 14:06:57;!getRoles 727467041392427009
NeutraleTomate;08.08.2021 14:07:02;!getRoles 727467041392427009
NeutraleTomate;08.08.2021 14:07:50;!getRoles 727467041392427009
NeutraleTomate;08.08.2021 14:08:27;!getRoles 727467041392427009
NeutraleTomate;08.08.2021 14:14:52;!getRoles 727467041392427009
NeutraleTomate;08.08.2021 14:15:35;!getRoles 727467041392427009
NeutraleTomate;08.08.2021 14:25:00;!giveAdmin 399961805142753281 873934656142184488
NeutraleTomate;08.08.2021 14:25:29;!giveAdmin 399961805142753281 873934656142184488
NeutraleTomate;08.08.2021 14:26:28;!giveAdmin 399961805142753281 873934656142184488
NeutraleTomate;08.08.2021 14:28:02;!giveAdmin 399961805142753281 873934656142184488
NeutraleTomate;08.08.2021 14:28:34;!giveAdmin 399961805142753281 873934656142184488
NeutraleTomate;08.08.2021 14:28:56;!giveAdmin 399961805142753281 873934656142184488
NeutraleTomate;08.08.2021 14:29:16;!giveAdmin 399961805142753281 873934656142184488
NeutraleTomate;08.08.2021 14:32:34;!giveAdmin 399961805142753281 873934656142184488
NeutraleTomate;08.08.2021 14:32:58;!giveAdmin 399961805142753281 873934656142184488
NeutraleTomate;08.08.2021 14:34:06;!giveAdmin 727467041392427009 814230399281528864
NeutraleTomate;10.08.2021 21:51:46;!clear 30
NeutraleTomate;10.08.2021 21:51:50;!wpx
NeutraleTomate;14.08.2021 18:36:46;!clear 30
NeutraleTomate;14.08.2021 18:36:53;!wpx
NeutraleTomate;14.08.2021 18:37:16;!clear 30
NeutraleTomate;14.08.2021 18:54:55;!wpx
NeutraleTomate;14.08.2021 18:55:18;!wpx
NeutraleTomate;18.08.2021 18:30:29;!clear 5
NeutraleTomate;18.08.2021 19:59:17;!editMessage
NeutraleTomate;18.08.2021 20:01:22;!editMessage
NeutraleTomate;18.08.2021 20:02:12;!editMessage
NeutraleTomate;18.08.2021 20:02:28;!editMessage
NeutraleTomate;18.08.2021 20:03:42;!editMessage
NeutraleTomate;18.08.2021 20:06:34;!editMessage
SchönsterWaschbär;18.08.2021 20:07:51;!editMessage
SchönsterWaschbär;18.08.2021 20:08:26;!editMessage
SchönsterWaschbär;18.08.2021 20:08:56;!editMessage
SchönsterWaschbär;18.08.2021 20:09:39;!editMessage
SchönsterWaschbär;18.08.2021 20:09:51;!editMessage
SchönsterWaschbär;18.08.2021 20:10:14;!editMessage
SchönsterWaschbär;18.08.2021 20:10:46;!editMessage
SchönsterWaschbär;18.08.2021 20:11:13;!editMessage
SchönsterWaschbär;18.08.2021 20:16:46;!editMessage
SchönsterWaschbär;18.08.2021 20:17:43;!editMessage
SchönsterWaschbär;18.08.2021 20:20:08;!editMessage
SchönsterWaschbär;18.08.2021 20:20:39;!editMessage
NeutraleTomate;19.08.2021 17:52:30;!aTI
NeutraleTomate;19.08.2021 17:52:55;!join
NeutraleTomate;19.08.2021 18:29:03;!join
NeutraleTomate;19.08.2021 18:29:09;!join
NeutraleTomate;19.08.2021 18:29:44;!join
NeutraleTomate;19.08.2021 18:29:49;!join
NeutraleTomate;19.08.2021 18:30:53;!join
NeutraleTomate;19.08.2021 18:34:52;!join
NeutraleTomate;19.08.2021 18:37:00;!join
NeutraleTomate;19.08.2021 18:43:27;!join
NeutraleTomate;19.08.2021 18:47:17;!join
NeutraleTomate;19.08.2021 18:48:04;!join
NeutraleTomate;20.08.2021 19:48:51;!aTI
NeutraleTomate;20.08.2021 19:49:01;!aTI2
NeutraleTomate;20.08.2021 19:49:36;!join
NeutraleTomate;20.08.2021 19:49:40;!aTI2
NeutraleTomate;20.08.2021 19:50:12;!aTI
NeutraleTomate;20.08.2021 19:50:20;!aTI2
NeutraleTomate;20.08.2021 19:51:13;!aTI2
NeutraleTomate;21.08.2021 18:44:49;!join
NeutraleTomate;23.08.2021 11:20:38;!aTI
NeutraleTomate;23.08.2021 11:20:43;!aTI2
NeutraleTomate;23.08.2021 11:21:12;!aTI
NeutraleTomate;23.08.2021 18:05:42;!editMessage
NeutraleTomate;23.08.2021 18:07:26;!editMessage
NeutraleTomate;23.08.2021 18:17:52;!editMessage
NeutraleTomate;23.08.2021 18:19:03;!editMessage
NeutraleTomate;23.08.2021 19:02:07;!editMessages
NeutraleTomate;23.08.2021 19:02:22;!aTI2
NeutraleTomate;23.08.2021 19:02:29;!aTI
NeutraleTomate;23.08.2021 19:13:35;!join
NeutraleTomate;23.08.2021 19:13:43;!join
NeutraleTomate;23.08.2021 19:16:31;!join
NeutraleTomate;23.08.2021 19:16:40;!play
NeutraleTomate;23.08.2021 19:18:07;!join
NeutraleTomate;23.08.2021 19:18:11;!play
NeutraleTomate;23.08.2021 19:18:28;!join
NeutraleTomate;23.08.2021 19:18:35;!join
NeutraleTomate;23.08.2021 19:18:37;!play
NeutraleTomate;24.08.2021 14:53:16;!join
NeutraleTomate;24.08.2021 14:53:20;!play
NeutraleTomate;24.08.2021 15:04:53;!dsc 1
NeutraleTomate;24.08.2021 15:04:56;!dsc 3
NeutraleTomate;24.08.2021 15:05:00;!dsc loot
NeutraleTomate;24.08.2021 15:05:05;!gos 2
NeutraleTomate;24.08.2021 15:05:09;!gos 3
NeutraleTomate;24.08.2021 15:05:13;!gos loot
NeutraleTomate;24.08.2021 15:05:17;!vog loot
